3,9,99
CÔNG TY CỔ PHẦN TÂN PHÚC,"70/10C Tô Ký, Phường Trung Mỹ Tây, Quận 12, Thành Phố Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Trung Mỹ Tây', 'route': 'Tô Ký', 'administrative_area_level_2': 'Quận 12', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8554384, 'lng': 106.623494}}"
Công ty TNHH Đức Thiên Thành,"13 BÙI HUY BÍCH, P 13, Q8","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 12', 'route': 'Bùi Huy Bích', 'administrative_area_level_2': 'Quận 8', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.742262, 'lng': 106.652921}}"
CÔNG TY CỔ PHẦN XÂY DỰNG & THƯƠNG MẠI AN ĐẠI PHÁT,"45/63/17 Đường số 20, P.8, Q.Gò Vấp, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 6', 'route': 'Đường số 20', 'administrative_area_level_2': 'Gò Vấp', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8373259, 'lng': 106.684764}}"
Công ty Cổ Phần Công Nghiệp và Khoáng Sản Việt Nam,Số 13 Mai Châu Đại Mạch Đông Anh Hà Nội,"{'locality': '', 'sublocality_level_1': 'Đại Mạch', 'route': '', 'administrative_area_level_2': 'Đông Anh', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.1099297, 'lng': 105.751825}}"
CÔNG TY TNHH DỊCH VỤ DU LỊCH HI TRAVEL,"85 Nguyễn Hữu Cầu, Phường Tân Định","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Tân Định', 'route': 'Nguyễn Hữu Cầ', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.790217, 'lng': 106.6908179}}"
CÔNG TY NEW SAKE,số 40 Đào Tấn – Ba Đình - Hà Nội,"{'locality': '', 'sublocality_level_1': 'Cống Vị', 'route': 'Đào Tấn', 'administrative_area_level_2': 'Ba Đình', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0328471, 'lng': 105.8076657}}"
CÔNG TY CỔ PHẦN HAT VIỆT NAM,76-78 BẠCH ĐẰNG,"{'locality': 'Da Nang', 'sublocality_level_1': 'Hải Châu 1', 'route': 'Bạch Đằng', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.069833, 'lng': 108.224919}}"
Công ty TNHH TM & DV Quốc Thiện,48-50 Tôn Thất Đạm,"{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Nguyễn Thái Bình', 'route': 'Tôn Thất Đạm', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.770298, 'lng': 106.703894}}"
CÔNG TY TNHH MINH VIỆT,"Số 271, Ấp 6, Xã Mỹ Thạnh, Huyện Giồng Trôm, Tỉnh Bến Tre","{'locality': '', 'sublocality_level_1': 'Mỹ Thạnh', 'route': '', 'administrative_area_level_2': 'Giồng Trôm', 'administrative_area_level_1': 'Bến Tre', 'country': 'Vietnam', 'location': {'lat': 10.2147665, 'lng': 106.4199755}}"
Công ty cổ phần Annla Việt Nam - Chi Nhánh Đà Nẵng,203 Ông Ích khiêm,"{'locality': 'Da Nang', 'sublocality_level_1': 'Tân Chính', 'route': 'Ông Ích Khiêm', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.071445, 'lng': 108.213083}}"
Công ty TNHH MTV TM & DVDL Biển Ngọc,12 Lê đình dương,"{'locality': 'Da Nang', 'sublocality_level_1': 'Phước Ninh', 'route': 'Lê Đình Dương', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.061476, 'lng': 108.222719}}"
CÔNG TY TNHH MTV THƯƠNG MẠI VÀ DỊCH VỤ VIỆT - SINGAPORE,"32a Phạm Văn Nghị, P.Thạc Gián","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Phạm Văn Nghị', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.057975, 'lng': 108.20972}}"
Công ty TNHH TM Quốc Tế Quang Sang,"193a Quỳnh Cư, Hùng Vương, Hồng Bàng","{'locality': '', 'sublocality_level_1': 'Hùng Vương', 'route': '', 'administrative_area_level_2': 'Hồng Bàng', 'administrative_area_level_1': 'Hải Phòng', 'country': 'Vietnam', 'location': {'lat': 20.8792746, 'lng': 106.6290545}}"
CÔNG TY TNHH MTV DỊCH VỤ LỮ HÀNH SAIGONTOURIST - CN TẠI ĐÀ NẴNG,357 Phan Chau Trinh,"{'locality': '', 'sublocality_level_1': 'Hùng Vương', 'route': '', 'administrative_area_level_2': 'Hồng Bàng', 'administrative_area_level_1': 'Hải Phòng', 'country': 'Vietnam', 'location': {'lat': 20.8792746, 'lng': 106.6290545}}"
Công ty TNHH Selling Power,"462/1 Nguyễn Tri Phương, Phường 9, Quận 10","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 9', 'route': 'Nguyễn Tri Phương', 'administrative_area_level_2': 'Quận 5', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7596067, 'lng': 106.6692916}}"
CÔNG TY TNHH SX & TM VIỆT PHÁP,"Số 345a, K3 ,tổ 8, TT cầu diễn, Từ Liêm, Hà nội","{'locality': '', 'sublocality_level_1': 'Cầu Diễn', 'route': '', 'administrative_area_level_2': 'Từ Liêm', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0345864, 'lng': 105.7629924}}"
Công ty TNHH MTV Tư vấn đầu tư xây dựng An Kiến Trung,"111 Bà Huyện Thanh Quan,Phường Mỹ An,Quận Ngũ Hành Sơn,Thành Phố Đà Nẵng","{'locality': '', 'sublocality_level_1': 'Mỹ An', 'route': 'Bà Huyện Thanh Quan', 'administrative_area_level_2': 'Ngũ Hành Sơn', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0437882, 'lng': 108.2451208}}"
Công ty CP Phát triển Công nghệ Ngày Đêm,P.1705 - Tòa Nhà HH2-Bắc Hà - Đường Tố Hữu ,"{'locality': 'tp. Thái Nguyên', 'sublocality_level_1': '', 'route': 'Tố Hữ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Thái Nguyên', 'country': 'Vietnam', 'location': {'lat': 21.5816369, 'lng': 105.7679665}}"
CÔNG TY TNHH MTV DỊCH VỤ DU LỊCH SEA-TOURS,"74 ĐỖ HUY UYỂN, P AN HẢI BẮC, Q SƠN TRÀ","{'locality': '', 'sublocality_level_1': 'An Hải Bắc', 'route': 'Đỗ Huy Uyễn', 'administrative_area_level_2': 'Sơn Trà', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0754282, 'lng': 108.2323516}}"
CÔNG TY TNHH THỜI TRANG NGUYỄN HỒ,"153 Đường số 18, An Phú ,An Khánh ,Quận 2 ,Tp HCM ","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 4', 'route': 'Đường Số 18', 'administrative_area_level_2': 'Quận 4', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7553579, 'lng': 106.7036597}}"
CÔNG TY TNHH MTV PHÚ LỘC,"16 PHAN TỊNH, CỬA ĐẠI, HỘI AN","{'locality': 'tp. Hội An', 'sublocality_level_1': 'Cửa Đại', 'route': 'Phan Tình', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Quảng Nam', 'country': 'Vietnam', 'location': {'lat': 15.8976322, 'lng': 108.3632726}}"
Công ty TNHH Gia Phát,"Thôn Hà My Đông B,Điện Dương ,Điện Bàn,Quảng Nam","{'locality': '', 'sublocality_level_1': 'Điện Dương', 'route': '', 'administrative_area_level_2': 'Điện Bàn', 'administrative_area_level_1': 'Quảng Nam', 'country': 'Vietnam', 'location': {'lat': 15.9269849, 'lng': 108.3030015}}"
CÔNG TY TNHH TRƯỜNG LẠC AN,K249/H115/34 Hà Huy Tập ,"{'locality': '', 'sublocality_level_1': 'Xuân Hà', 'route': 'Hà Huy Tập', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0707819, 'lng': 108.1916426}}"
Công ty Cổ phần Nội thất Hoàng Vân,310 Xã Đàn,"{'locality': '', 'sublocality_level_1': 'Phương Liên', 'route': 'Xã Đàn', 'administrative_area_level_2': 'Đống Đa', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0121365, 'lng': 105.8360076}}"
Công Ty TNHH Hiệp Hưng Lộc,"75 Đào Duy Kỳ, Phường Nại Hiên Đông , Q. Sơn Trà","{'locality': '', 'sublocality_level_1': 'Nại Hiên Đông', 'route': 'Đào Duy Kỳ', 'administrative_area_level_2': 'Sơn Trà', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0852692, 'lng': 108.2320449}}"
Công Ty Cổ Phần Vôi Miền Bắc,"Số 111 Đường Biên Hòa, TP. Phủ Lý,Hà Nam","{'locality': 'tp. Phủ Lý', 'sublocality_level_1': '', 'route': 'Biên Hòa', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Hà Nam', 'country': 'Vietnam', 'location': {'lat': 20.530339, 'lng': 105.9385463}}"
Công ty TNHH Truyền thông và Quảng cáo Táo Đỏ,"195/39 đường d1,P 25","{'locality': 'tp. Phủ Lý', 'sublocality_level_1': '', 'route': 'Biên Hòa', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Hà Nam', 'country': 'Vietnam', 'location': {'lat': 20.530339, 'lng': 105.9385463}}"
CÔNG TY CỔ PHẦN GIA TRẦN,"304 LÊ DUẨN, P TÂN CHÍNH, ","{'locality': 'Da Nang', 'sublocality_level_1': 'Tân Chính', 'route': 'Lê Duẩn', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.069796, 'lng': 108.210486}}"
CÔNG TY TNHH THÁI DƯƠNG KHANG,"182A-184 Lac5 Long Quân, Phường 03","{'locality': '11', 'sublocality_level_1': '3', 'route': 'Láº¡c Long QuÃ¢n', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Há» ChÃ­ Minh', 'country': 'Vietnam', 'location': {'lat': 10.758665, 'lng': 106.637147}}"
Công ty Cổ Phần Huyền Vũ,"04A Nguyễn Văn Cừ, Q.1, Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Cầu Kho', 'route': 'Nguyễn Văn Cừ', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7551542, 'lng': 106.6862031}}"
CÔNG TY TNHH MTV VIỄN THÔNG NGUYỄN HOÀNG ANH,"248 Lê Văn Hiến , Quận Ngũ Hành Sơn","{'locality': '', 'sublocality_level_1': 'Hòa Hải', 'route': 'Lê Văn Hiến', 'administrative_area_level_2': 'Ngũ Hành Sơn', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 15.9981729, 'lng': 108.259359}}"
CƠ SỞ ĐIÊU KHẮC ĐÁ MỸ NGHỆ TIẾN HIẾU,Đường Trường Sa - Quận Ngũ Hành Sơn ,"{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Ngũ Hành Sơn', 'administrative_area_level_1': 'Da Nang', 'country': 'Vietnam', 'location': {'lat': 15.9955056, 'lng': 108.2588049}}"
Công ty TNHH Máy Công Nghiệp Hoàng Huy,"9/8, Đường 30, Phường Hiệp Bình Chánh","{'locality': '', 'sublocality_level_1': 'Phường 25', 'route': 'Đường D1', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8007051, 'lng': 106.7183672}}"
CÔNG TY TNHH PHANXIPĂNG,Võ Nguyên Giap,"{'locality': 'tp. Biên Hòa', 'sublocality_level_1': '', 'route': 'Võ Nguyên Giáp', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đồng Nai', 'country': 'Vietnam', 'location': {'lat': 10.9234904, 'lng': 106.9549867}}"
Công ty TNHH MTV Cẩm Toàn,"Số 55,Đường k20,Phường Khuê Mỹ,Quận Ngũ Hành Sơn .","{'locality': '', 'sublocality_level_1': 'Khuê Mỹ', 'route': '', 'administrative_area_level_2': 'Ngũ Hành Sơn', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0302205, 'lng': 108.2525802}}"
 CÔNG TY TNHH SX & TM TÔN TRƯỜNG THẮNG,"128/22B KCN Tân Đông Hiệp, Dĩ An, Bình Dương","{'locality': 'tx. Dĩ An', 'sublocality_level_1': 'p. Dĩ An', 'route': 'Số 18 KCN Sóng Thần 2', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Bình Dương', 'country': 'Vietnam', 'location': {'lat': 10.9014631, 'lng': 106.7547657}}"
Công Ty Cổ Phần Kiến Trúc Cửa Đẹp Adoor,"139/ (Lô23 + Lô25) Tô Hiệu, Hòa Minh, Q Liên Chiểu, TP.Đà Nẵng, Huyện Hòa Vang,","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Hòa Vang', 'administrative_area_level_1': 'Da Nang', 'country': 'Vietnam', 'location': {'lat': 15.999988, 'lng': 108.1457994}}"
CÔNG TY TNHH XUẤT NHẬP KHẨU LAM PHƯƠNG BẮC NINH,Thị trấn Hồ - Thuận Thành - Bắc Ninh,"{'locality': '', 'sublocality_level_1': 'tt. Hồ', 'route': '', 'administrative_area_level_2': 'Thuận Thành', 'administrative_area_level_1': 'Bắc Ninh', 'country': 'Vietnam', 'location': {'lat': 21.0568543, 'lng': 106.0904721}}"
Công Ty TNHH Thương Mại Dịch Vụ Tổng Hợp Trọng Nghĩa,"179 Lê Duẩn, Q. Hải Châu","{'locality': 'Da Nang', 'sublocality_level_1': 'Hải Châu 2', 'route': 'Lê Duẩn', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.070097, 'lng': 108.213869}}"
Công ty Cổ phần Nồi hơi Việt Nam,"Tổ 27, thị trấn Đông Anh","{'locality': '', 'sublocality_level_1': 'tt. Đông Anh', 'route': '', 'administrative_area_level_2': 'Đông Anh', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.1789518, 'lng': 105.8418801}}"
Công ty TNHH Công Nghiệp Điện D.C.N,"Số 26 Đường DD11 Khu Biệt Thự An Sương, P. Tân Hưng Thuận, quận 12, TP.HCM","{'locality': '', 'sublocality_level_1': 'Tân Hưng Thuận', 'route': '', 'administrative_area_level_2': 'Quận 12', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8384209, 'lng': 106.6217623}}"
CÔNG TY CỔ PHẦN THỦY SẢN CÀ MAU,8 Cao Thắng,"{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 17', 'route': 'Cao Thắng', 'administrative_area_level_2': 'Phú Nhuận', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.794544, 'lng': 106.683169}}"
CÔNG TY CỔ PHẦN TM YẾN SÀO NHA TRANG,"26 VÂN ĐỒN, PHƯỚC HÒA","{'locality': 'tp. Nha Trang', 'sublocality_level_1': 'Phước Hòa', 'route': 'Vân Đồn', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Khánh Hoà', 'country': 'Vietnam', 'location': {'lat': 12.2352876, 'lng': 109.1841891}}"
Công ty TNHH MTV Minh Việt Á PQ,"Tổ 2, Khu phố 4, đường Mạc Cữu, thị trấn Dương Đông, Phú Quốc","{'locality': 'tp. Phú Quốc', 'sublocality_level_1': 'tt. Dương Đông', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': '', 'country': 'Vietnam', 'location': {'lat': 10.2304532, 'lng': 103.9666115}}"
Công Ty TNHH SX TM & DV Việt Phong,"69/22 Đường D2, F25, Q Bình Thạnh, Tp.HCm","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Ho Chi Minh', 'country': 'Vietnam', 'location': {'lat': 10.8105831, 'lng': 106.7091422}}"
Công ty TNHH SX-TM-DV Thẩm Mỹ Lê Anh,"194 Nguyễn Thái Bình, P.12, Q.Tân Bình","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 12', 'route': 'Nguyễn Thái Bình', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.796785, 'lng': 106.6534719}}"
Công Ty TNHH Nón Tâm,"A11/5 TTH 20, P.Tân Thới Hiệp","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Tân Thới Hiệp', 'route': 'TTH 29', 'administrative_area_level_2': 'Quận 12', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8556186, 'lng': 106.6399553}}"
Công ty TNHH Công nghệ và Dịch vụ Điện tử Thương mại Việt Nam,"Thôn Triều khúc, xã Tân Triều","{'locality': '', 'sublocality_level_1': 'Dá»ch Vá»ng Háº­', 'route': 'Tráº§n Quá»c HoÃ n', 'administrative_area_level_2': 'Cáº§u Giáº¥y', 'administrative_area_level_1': 'HÃ  Ná»i', 'country': 'Vietnam', 'location': {'lat': 21.041722, 'lng': 105.789804}}"
Công ty TNHH Xây Dựng và Thương Mại An Phúc An (APA),"7A Phùng Khắc Khoan, P Đa Kao, Q1","{'locality': '', 'sublocality_level_1': 'Đa Kao', 'route': 'Phùng Khắc Khoan', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7855782, 'lng': 106.6968489}}"
CÔNG TY CP TM DV QUỐC TẾ HOÀNG LONG,"SỐ 40, THÀNH THÁI, P12, Q10, TP HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': '12th Ward', 'route': 'Thành Thái', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Ho Chi Minh City', 'country': 'Vietnam', 'location': {'lat': 10.7728524, 'lng': 106.6654218}}"
Công ty CP Giao nhận Phương Đông,"12 ngõ 2 Hoa Lư, Hai Bà Trưng, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': 'Lê Đại Hành', 'route': 'Hoa Lư', 'administrative_area_level_2': 'Hai Bà Trưng', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.010877, 'lng': 105.8477599}}"
Công Ty TNHH Thiết Kế Xây Dựng Kiến Phát,"920 Âu Cơ, P14","{'locality': '', 'sublocality_level_1': '', 'route': 'Âu Cơ', 'administrative_area_level_2': 'Tân Phú', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7976495, 'lng': 106.6377495}}"
CÔNG TY TNHH ĐIỆN CÔNG NGHIỆP BẢO KHANG,"C13/14 ẤP 3B, VĨNH LỘC B","{'locality': '', 'sublocality_level_1': 'Vĩnh Lộc B', 'route': 'Liên Ấp 123', 'administrative_area_level_2': 'Bình Chánh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7848988, 'lng': 106.5822805}}"
Công ty CP TMDV Vận Tải E&F,81 Thái Phiên Đà Nẵng,"{'locality': '', 'sublocality_level_1': 'Hải Châ', 'route': 'Thái Phiên', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0651973, 'lng': 108.2212013}}"
Công ty cổ phần PPR Việt Nam,"Room 203, Future Today Building, 2/17 Huynh Thuc Khang, Dong Da Dist, Hanoi","{'locality': 'Hanoi', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Hoàn Kiếm', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.0277644, 'lng': 105.8341598}}"
Công Ty Cổ Phần Cancare Việt Nam,"Số nhà 5/22/48, ngõ 126, phố Vĩnh Hưng, Quận Hoàng Mai, Hà Nội","{'locality': '', 'sublocality_level_1': 'Vĩnh Hưng', 'route': '', 'administrative_area_level_2': 'Hoàng Mai', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 20.9892354, 'lng': 105.8745359}}"
CÔNG TY CỔ PHẦN DỊCH VỤ VIỆT NAM KHÔNG GIAN XANH,"82 Trần Tử Bình, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","{'locality': '', 'sublocality_level_1': 'Nghĩa Tân', 'route': 'Trần Tử Bình', 'administrative_area_level_2': 'Cầu Giấy', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0445544, 'lng': 105.791712}}"
Công ty vận chuyển Quốc tế Ctc Trans,"606B, Lầu 6, tòa nhà Indochina, 06 Nguyễn Đình Chiểu, P Đakao, Q.01, ","{'locality': '', 'sublocality_level_1': 'Nghĩa Tân', 'route': 'Trần Tử Bình', 'administrative_area_level_2': 'Cầu Giấy', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0445544, 'lng': 105.791712}}"
Công ty Cổ phần Đầu tư và Tư vấn Phan Gia,"Số 348 đường Bưởi, Ba Đình, Hà Nội","{'locality': '', 'sublocality_level_1': 'Ngọc Khánh', 'route': 'Đường Bưởi', 'administrative_area_level_2': 'Ba Đình', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0336529, 'lng': 105.8055382}}"
CÔNG TY TNHH KIẾN TRÚC HƯNG THỊNH,46 Lưu Chí Hiếu P.Tây Thạnh.Q Tân Phú. Tp. Hồ Chí Minh,"{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Tây Thạnh', 'route': 'Lưu Chí Hiế', 'administrative_area_level_2': 'Tân Phú', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8134351, 'lng': 106.6255515}}"
CÔNG TY CỔ PHẦN PHỤ TÙNG Ô TÔ NAM BẮC,"5-7-9-11-13 Đường số 22, Khu Bình Phú, Phường 11, Quận 6, TP. HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 11', 'route': 'Bình Phú', 'administrative_area_level_2': 'Quận 6', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7446886, 'lng': 106.630691}}"
CÔNG TY CP THƯƠNG MẠI VÀ DU LỊCH MIỀN NAM,"14 LÊ VĂN LINH, F12, Q.4, TP.HCM","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'District 4', 'administrative_area_level_1': 'Ho Chi Minh', 'country': 'Vietnam', 'location': {'lat': 10.7578263, 'lng': 106.7012968}}"
Công Ty TNHH Lộc Hy,"122 Đông Hồ, phường 8","{'locality': '', 'sublocality_level_1': 'phường 8', 'route': 'Đông Hồ', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7839905, 'lng': 106.6520211}}"
CÔNG TY CP MAI LINH MIỀN TRUNG ,92 duong 2/9- tp Da Nang,"{'locality': 'Da Nang', 'sublocality_level_1': 'Phước Ninh', 'route': 'Lê Đình Dương', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.061898, 'lng': 108.218982}}"
CÔNG TY CP ĐẦU TƯ SẢN XUẤT VÀ XUẤT NHẬP KHẨU SAO MỘC,"175 Nguyễn Hữu Thọ,","{'locality': 'tp. Bà Rịa', 'sublocality_level_1': 'Phước Trung', 'route': 'Nguyễn Hữu Thọ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Bà Rịa - Vũng Tà', 'country': 'Vietnam', 'location': {'lat': 10.4931407, 'lng': 107.1734162}}"
Công ty Cổ phần Phương Mai,"591-593 Lê Hồng Phong, P. 10, Q.10, TP.HCM ","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 10', 'route': 'Lê Hồng Phong', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7711503, 'lng': 106.6728407}}"
Công ty Băng Keo Đông Sơn,"Lê Văn Quới, P.Bình Trị Đông, Q.Bình Tân","{'locality': '', 'sublocality_level_1': 'Bình Trị Đông', 'route': 'Lê Văn Quới', 'administrative_area_level_2': 'Bình Tân', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7761392, 'lng': 106.6127551}}"
CÔNG TY CỔ PHẦN CÔNG NGHỆ NHIỆT LẠNH,"Số 53 Thịnh Hào 1, Hàng Bột, Tôn Đức Thắng","{'locality': 'Hanoi', 'sublocality_level_1': 'Hàng Bột', 'route': 'Tôn Đức Thắng', 'administrative_area_level_2': 'Đống Đa', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0222408, 'lng': 105.8314796}}"
CÔNG TY CỔ PHẦN CÔNG NGHỆ KỸ THUẬT NHIỆT LẠNH ,"Số 22C/62 Phạm Huy Thông, Phường An Dương","{'locality': 'Hai Phong', 'sublocality_level_1': '', 'route': 'Phạm Huy Thông', 'administrative_area_level_2': 'Lê Chân', 'administrative_area_level_1': 'Hải Phòng', 'country': 'Vietnam', 'location': {'lat': 20.8499055, 'lng': 106.6659298}}"
Công ty TNHH S.V,"526 Xô Viết Nghệ Tĩnh, P25, Q.Bình Thạnh","{'locality': '', 'sublocality_level_1': 'Phường 25', 'route': 'Xô Viết Nghệ Tĩnh', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8084617, 'lng': 106.7117861}}"
CÔNG TY 65 TRẦN PHÚ,65 Trần Phú ,"{'locality': 'Can Tho', 'sublocality_level_1': 'Cái Khế', 'route': 'Trần Phú', 'administrative_area_level_2': 'Ninh Kiề', 'administrative_area_level_1': 'Cần Thơ', 'country': 'Vietnam', 'location': {'lat': 10.042963, 'lng': 105.790705}}"
TONY THE  TAILOR,294 Nguyễn Duy Hiệu - Hội An,"{'locality': 'tp. Hội An', 'sublocality_level_1': '', 'route': 'Nguyễn Duy Hiệ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Quảng Nam', 'country': 'Vietnam', 'location': {'lat': 15.8789072, 'lng': 108.3412302}}"
