3,9,99
CÔNG TY TNHH TM-DV CHƯƠNG NHÂN,"16 Quách Văn Tuấn, Phường 12, Quận Tân Bình, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 12', 'route': 'Quách Văn Tuấn', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8002424, 'lng': 106.6525359}}"
CÔNG TY CỔ PHẦN SX & DV XNK RAU QUẢ SÀI GÒN,"473 Lạc Long Quân,  P.5, Q.11, Hồ Chí Minh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 5', 'route': 'Lạc Long Quân', 'administrative_area_level_2': 'Quận 11', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.773535, 'lng': 106.646859}}"
CÔNG TY TNHH NGUYÊN LIỆU GỖ SÀI GÒN,"175 Tô Hiến Thành, Phường 13, Quận 10, Hồ Chí Minh city","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 13', 'route': 'Tô Hiến Thành', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7799972, 'lng': 106.6682362}}"
VIET PRODUCTS CORPORATION,"618/B3-B4 Xô Viết Nghệ Tĩnh, P.25, Q.Bình Thạnh","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 21', 'route': 'Xô Viết Nghệ Tĩnh', 'administrative_area_level_2': 'Bình Thạnh', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7986989, 'lng': 106.71352}}"
CÔNG TY TNHH MẬT ONG KB,"134 Nguyễn Thái Bình, Phường 12 , Quận Tân Bình, TP.HCM","{'locality': '', 'sublocality_level_1': 'Phường 4', 'route': 'Nguyễn Thái Bình', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7965747, 'lng': 106.6534384}}"
CÔNG TY TNHH MTV TIẾP VẬN & PHÂN PHỐI PHƯƠNG ĐÔNG,"C24 Đường D5B P.phú Mỹ, Phường Phú Mỹ, Quận 7, Thành Phố Hồ Chí Minh","{'locality': '', 'sublocality_level_1': 'Phú Mỹ', 'route': 'Hoàng Quốc Việt', 'administrative_area_level_2': 'Quận 7', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7141389, 'lng': 106.7348438}}"
CÔNG TY CỔ PHẦN THÁI MINH (THAMI),"161 Khánh Hội., Quận 4, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 3', 'route': 'Khánh Hội', 'administrative_area_level_2': 'Quận 4', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.756712, 'lng': 106.700496}}"
CÔNG TY TNHH TM-DV PHÚ GIA KHANG,"467 Hải Phòng, Q. Thanh Khê, Tp. Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Hải Phòng', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0697204, 'lng': 108.2056321}}"
CÔNG TY CỔ PHẦN CƠ KHÍ NAM VIỆT MIỀN TRUNG,"84 Trần Cao Vân, P.Tam Thuận, Q.Thanh Khê","{'locality': 'Da Nang', 'sublocality_level_1': 'Tam Thuận', 'route': 'Trần Cao Vân', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.072676, 'lng': 108.209351}}"
CÔNG TY CỔ PHẦN TM THÀNH CÔNG,"Số 194B, đường Hải Phòng, quận Thanh Khê, TP Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Hải Phòng', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0714314, 'lng': 108.212003}}"
CÔNG TY CỔ PHẦN VIỆT NGA HÀ THÀNH,276 Lê Trọng Tấn - Thanh Xuân - Hà Nội,"{'locality': '', 'sublocality_level_1': 'Khương Mai', 'route': 'Lê Trọng Tấn', 'administrative_area_level_2': 'Thanh Xuân', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 20.9900225, 'lng': 105.8338345}}"
CÔNG TY TNHH MTV TỰ ĐỘNG ĐẠI THIÊN Á,Tổ 30 p. An Khê - Q. Thanh Khê - Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': 'Thạc Gián', 'route': 'Lý Thái Tổ', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.066501, 'lng': 108.209589}}"
CÔNG TY GIẤY DÁN TƯỜNG NHÃ MINH,"96 Nguyễn Thị Minh Khai, Q.Hải Châu / 208 Điện Biên Phủ, Q.Thanh Khê","{'locality': '', 'sublocality_level_1': 'Thanh Khê', 'route': 'Điện Biên Phủ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.065666, 'lng': 108.1965619}}"
CÔNG TY TNHH BẢO AN KHOA,"456 Trần Cao Vân, Thành phố Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Xuân Hà', 'route': 'Trần Cao Vân', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.071221, 'lng': 108.197746}}"
CÔNG TY TNHH TM-DV MTV THANH MỘC,"372 Trần Cao Vân, Thành phố Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Tam Thuận', 'route': 'Trần Cao Vân', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.071455, 'lng': 108.203261}}"
CÔNG TY TƯ VẤN THIẾT KẾ XÂY DỰNG KIẾN TÂN,Lô B101 Khu B2-2 KDC Đông Sân Bay-Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Da Nang', 'country': 'Vietnam', 'location': {'lat': 16.0544068, 'lng': 108.2021667}}"
CÔNG TY TNHH XÂY DỰNG & DV TỔNG HỢP SỐ VII,"185 Đống Đa, Q. Hải Châu, Tp. Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thạch Thang', 'route': 'Đống Đa', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.077089, 'lng': 108.21634}}"
CN CÔNG TY TNHH TM-DV ĐẠI KIM,26 Quang Trung - Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': 'Thạch Thang', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0724962, 'lng': 108.2178318}}"
CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ DU LỊCH NAM KHOA,"359 Điện Biên phủ, Q.Thanh Khê, Thành phố Đà nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Điện Biên Phủ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0660208, 'lng': 108.1910948}}"
CÔNG TY TNHH NHẬT TUẤN,"63A Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 10', 'route': 'Nguyễn Văn Lượng', 'administrative_area_level_2': 'Gò Vấp', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8386329, 'lng': 106.6752513}}"
CÔNG TY TNHH SẢN XUẤT & THƯƠNG MẠI NHẬT TIẾN,"675 - 677 Hồng Bàng, P. 6, Q. 6, TP.HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 6', 'route': 'Hồng Bàng', 'administrative_area_level_2': 'Quận 6', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7542006, 'lng': 106.6422029}}"
CÔNG TY TNHH VĂN LANG G,"118 Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh","{'locality': '', 'sublocality_level_1': 'Phường 12', 'route': 'Nguyễn Minh Hoàng', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.8002974, 'lng': 106.6483241}}"
CÔNG TY TNHH NGUYÊN VẠN THÀNH,"183 - 185 Tạ Uyên, P. 4, Q. 11, TP.HCm","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 4', 'route': 'Đường Tạ Uyên', 'administrative_area_level_2': 'Quận 11', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7580069, 'lng': 106.653346}}"
CÔNG TY TNHH TM-DV LIÊN MINH HƯNG,"Số 3 (Phòng 402) Nguyễn Sơn Hà, Phuờng 05, Quận 3","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'District 3', 'administrative_area_level_1': 'Ho Chi Minh', 'country': 'Vietnam', 'location': {'lat': 10.7843695, 'lng': 106.6844089}}"
CỎNG TY TM DV DU LỊCH TRIỀU DƯƠNG,"99 Trần Hưng Đạo, P. 11, Q. 5, TP HCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 5', 'route': 'Trần Hưng Đạo', 'administrative_area_level_2': 'Quận 5', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7539253, 'lng': 106.6760796}}"
CÔNG TY TNHH THƯƠNG MẠI ĐA QUỐC,"Trung tâm Thương Mại Fosco, 23 Phùng Khắc Khoan, P. Bến Nghé, Q. 1","{'locality': '', 'sublocality_level_1': 'Đa Kao', 'route': 'Phùng Khắc Khoan', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7847517, 'lng': 106.6976767}}"
CÔNG TY TNHH SX-TM DOMA VINA,"107 Trần Minh Quyền, Phường 10, Quận 10","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phường 10', 'route': 'trần minh quyền Tổ 34 Khu phố 3', 'administrative_area_level_2': 'Quận 10', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.770877, 'lng': 106.674051}}"
CÔNG TY TNHH TM & DVKT ANH MINH,"Tầng 2, tòa nhà 8C, 30 Tạ Quang Bửu, Hai Bà Trưng","{'locality': 'tx. Phúc Yên', 'sublocality_level_1': '', 'route': 'Hai Bà Trưng', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Vĩnh Phúc', 'country': 'Vietnam', 'location': {'lat': 21.2376474, 'lng': 105.7233909}}"
CÔNG TY TNHH THỰC PHẨM THÔNG TẤN,"Số 5, Tổ 34, Cầu Diễn, HuyệnTừ Liêm, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': 'Cầu Diễn', 'route': 'K3 Cầu Diễn', 'administrative_area_level_2': 'Từ Liêm', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.04661, 'lng': 105.767845}}"
CÔNG TY TNHH MTV ĐOÀN NHẬT SƠN,"181 Bế Văn Đàn, Q. Thanh Khê, Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Bế Văn Đàn', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.065042, 'lng': 108.1994688}}"
CÔNG TY TNHH NAM VANG,"89/7 Thanh Sơn, Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Bình', 'route': 'Thanh Son', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.078949, 'lng': 108.21261}}"
CÔNG TY TNHH PHÚ NAM AN,"65C Hải Sơn, Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Bình', 'route': 'Hai Son', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0817538, 'lng': 108.2157505}}"
CÔNG TY TNHH TM & XÂY LẮP CƠ ĐIỆN NI KHA,"48 Huỳnh Ngọc Huệ, Q. Thanh Khê, Tp. Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê Đông', 'route': 'Huỳnh Ngọc Huệ', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.063631, 'lng': 108.184109}}"
CÔNG TY TNHH KHÁNH LÊ GIA,"357 Trần Hưng Đạo, Sơn Trà, TP. Đà Nẵng","{'locality': '', 'sublocality_level_1': 'An Hải Tây', 'route': 'Trần Hưng Đạo', 'administrative_area_level_2': 'Sơn Trà', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0655459, 'lng': 108.2297305}}"
CÔNG TY CP LƯƠNG THỰC ĐÀ NẴNG,Tầng 16 – Tòa nhà Công viên phần mềm – Số 02 Quang Trung – Phường Thạch Thang – Quận Hải Châu – TP Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': 'Thạch Thang', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Da Nang', 'country': 'Vietnam', 'location': {'lat': 16.0772091, 'lng': 108.2195612}}"
CN CÔNG TY CỔ PHẦN QUỐC TẾ LOGISTICS HOÀNG HÀ,"183 Nguyễn Tri Phương, Thanh Khê, Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Nguyễn Tri Phương', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0545924, 'lng': 108.2096693}}"
CÔNG TY CỔ PHẦN TM-ĐT ĐẤT VIỆT,104 Đường 3 Tháng 2 - Hải Châu - Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': '', 'route': '3 Tháng 2', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0856274, 'lng': 108.2189557}}"
CN CÔNG TY CP PHẦN MỀM QLDN FAST,"39-41 Quang Trung, Q. Hải Châu, Đà Nẵng","{'locality': '', 'sublocality_level_1': 'Hải Châ', 'route': 'Trần Phú', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0619678, 'lng': 108.2227389}}"
CN CÔNG TY TNHH CÔNG NGHỆ TM-DV NGÔI SAO PHƯƠNG ĐÔNG,"Số 77 đường Kỳ Đồng, quận Thanh Khê, Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Khê', 'route': 'Đường Kỳ Đồng', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0699987, 'lng': 108.1881465}}"
DOANH NGHIỆP TƯ NHÂN HOÀNG GIANG,"31/9 Lương Thế Vinh, Q. Sơn Trà, Đà Nẵng","{'locality': '', 'sublocality_level_1': 'An Hải Đông', 'route': 'Lương Thế Vinh', 'administrative_area_level_2': 'Sơn Trà', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.063651, 'lng': 108.237303}}"
CÔNG TY CỔ PHẦN XÂY DỰNG QUẢNG NAM - ĐÀ NẴNG,150 Ông Ích Khiêm - P.Tam Thuận - Q.Thanh Khê - TP.Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': 'Thanh Bình', 'route': 'Ông Ích Khiêm', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.075734, 'lng': 108.212412}}"
CHI NHÁNH CÔNG TY CP ÉN VIỆT,"422 Điện Biên Phủ, P. Thanh Khê Đông, Q. Thanh Khê, Đà Nẵng","{'locality': '', 'sublocality_level_1': 'Thanh Khê', 'route': 'Điện Biên Phủ', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0659706, 'lng': 108.1891409}}"
CÔNG TY TNHH SẢN XUẤT & THƯƠNG MẠI PHAN LÊ,Lô 77 CCN Thanh Vinh - Liên Chiểu - Đà Nẵng,"{'locality': 'Da Nang', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Da Nang', 'country': 'Vietnam', 'location': {'lat': 16.0544068, 'lng': 108.2021667}}"
CÔNG TY TNHH TM & DV AN MỸ,331B Trần cao Vân - TP Đà Nẵng ,"{'locality': 'Da Nang', 'sublocality_level_1': 'Xuân Hà', 'route': 'Trần Cao Vân', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.07109, 'lng': 108.196941}}"
CÔNG TY CP VẬN TẢI VÀ THUÊ TÀU ĐÀ NẴNG,"113 Hoàng Văn Thụ, Phường Phước Minh, Quận Hải Châu, TP. Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Phước Ninh', 'route': 'Hoàng Văn Thụ', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.062941, 'lng': 108.21875}}"
CÔNG TY CỔ PHẦN NÔNG NGHIỆP KỸ THUẬT CAO NÔNG PHÁT,"112 Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, TPHCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Phạm Ngũ Lão', 'route': 'Trần Hưng Đạo', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.76602, 'lng': 106.692544}}"
CÔNG TY TNHH KD VẬN TẢI TÂN MINH TOÀN,84 Điện Biên Phủ - TP Đà Nẵng ,"{'locality': 'Da Nang', 'sublocality_level_1': 'Chính Gián', 'route': 'Điện Biên Phủ', 'administrative_area_level_2': 'Q. Thanh Khê', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.065919, 'lng': 108.200298}}"
CÔNG TY TNHH TM-DL THẠCH NAM TÂN,"6 Lê Lợi,p. Thạch Thang, Hải Châu, Đà Nẵng","{'locality': 'Da Nang', 'sublocality_level_1': 'Thạch Thang', 'route': 'Lê Lợi', 'administrative_area_level_2': 'Q. Hải Châ', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.080157, 'lng': 108.219034}}"
CÔNG TY TNHH TM-DV MẠNH SINH,"Lô 42, tổ 60, An Cư 2, An Hải Bắc, Sơn Trà","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Province of Lodi', 'administrative_area_level_1': 'Lombardy', 'country': 'Italy', 'location': {'lat': 45.2405036, 'lng': 9.5292512}}"
CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH & PHÁT TRIỂN  HẠ TẦNG KCN PHÚC HÀ,"Tầng 8, Tòa nhà HH3, Khu đô thị Sông Đà - Mỹ Đình, Từ Liêm","{'locality': 'Hanoi (Ha Noi)', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Từ Liêm', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.017272, 'lng': 105.7799122}}"
CÔNG TY TNHH U-MAC VIỆT NAM,"Phòng 601, 85 Nguyễn Chí Thanh, Đống Đa, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': 'Láng Thượng', 'route': 'Nguyễn Chí Thanh', 'administrative_area_level_2': 'Đống Đa', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.022728, 'lng': 105.809803}}"
CÔNG TY TNHH ITSUWA VIỆT NAM,"Phòng 1107, Số 27, Huỳnh Thúc Kháng, Q.Đống Đa, Ha Noi","{'locality': 'Hanoi', 'sublocality_level_1': 'Láng Hạ', 'route': 'Huỳnh Thúc Kháng', 'administrative_area_level_2': 'Đống Đa', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.017898, 'lng': 105.811936}}"
CÔNG TY CP ĐIỆN TỬ TIN HỌC FSC,"Tầng 1, Tòa nhà 3B, Phố Phương Liệt, Thanh Xuân","{'locality': '', 'sublocality_level_1': 'Phương Liệt', 'route': 'Phố Phương Liệt', 'administrative_area_level_2': 'Thanh Xuân', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 20.9961947, 'lng': 105.8404753}}"
CÔNG TY CP CƠ KHÍ & LẮP MÁY ĐẠI HÃN,"Đường số 5, KCN Hoà Cầm, Quận Cẩm Lệ, Đà Nẵng","{'locality': '', 'sublocality_level_1': 'Cẩm Lệ District', 'route': '', 'administrative_area_level_2': '', 'administrative_area_level_1': 'Da Nang', 'country': 'Vietnam', 'location': {'lat': 16.0153669, 'lng': 108.1962362}}"
DNTN TÂN HƯNG PHÁT,"Lô 14AH, Trung Nghĩa, P. Hòa Minh, Q. Liên Chiểu","{'locality': '', 'sublocality_level_1': 'Hòa Minh', 'route': '', 'administrative_area_level_2': 'Liên Chiể', 'administrative_area_level_1': 'Đà Nẵng', 'country': 'Vietnam', 'location': {'lat': 16.0657336, 'lng': 108.1695504}}"
CÔNG TY CP THỰC PHẨM SANNAM,"Tòa nhà Sannam, Dịch Vọng Hậu, Q. Cầu Giấy","{'locality': '', 'sublocality_level_1': 'Dịch Vọng Hậ', 'route': 'Duy Tân', 'administrative_area_level_2': 'Cầu Giấy', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.031401, 'lng': 105.7830807}}"
CÔNG TY TNHH TM-DV HỢP THỦY,Số 3 Lê Quang Đạo - Từ Liêm,"{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Từ Liêm', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.046723, 'lng': 105.7484312}}"
CÔNG TY CP HỖ TRỢ PHÁT TRIỂN CÔNG NGHỆ DETECH,"Toà nhà Detech, số 8 Tôn Thất Thuyết, Mỹ Đình, Từ Liêm","{'locality': '', 'sublocality_level_1': '', 'route': '', 'administrative_area_level_2': 'Từ Liêm', 'administrative_area_level_1': 'Hanoi', 'country': 'Vietnam', 'location': {'lat': 21.046723, 'lng': 105.7484312}}"
CÔNG TY CP TƯ VẤN VÀ CHUYỂN GIAO CÔNG NGHỆ QUỐC TẾ,"Số 4 Nguyễn Viết Xuân, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","{'locality': '', 'sublocality_level_1': 'Khương Mai', 'route': 'Nguyễn Viết Xuân', 'administrative_area_level_2': 'Thanh Xuân', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 20.9993543, 'lng': 105.8277386}}"
CÔNG TY CP THIẾT BỊ Y TẾ BẢO ANH,"Số 48, đường Bưởi, phường Ngọc Khánh, Ba Đình","{'locality': 'Hanoi', 'sublocality_level_1': 'Ngọc Khánh', 'route': 'Bưởi', 'administrative_area_level_2': 'Ba Đình', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.032053, 'lng': 105.803702}}"
CÔNG TY QUẢNG CÁO TRẺ HÀ NỘI,"28 Nguyễn Thái Học, Quận Ba Đình, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': '', 'route': 'Nguyễn Thái Học', 'administrative_area_level_2': 'Hoàn Kiếm', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0287275, 'lng': 105.8419838}}"
CÔNG TY CP CÔNG NGHÊ Y TẾ BMS,"196D ngõ 196 Thái Thịnh, Đống Đa, Hà Nội","{'locality': 'Hanoi', 'sublocality_level_1': 'Thịnh Quang', 'route': 'Thái Thịnh', 'administrative_area_level_2': 'Đống Đa', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.008616, 'lng': 105.819189}}"
CÔNG TY TNHH XÂY DỰNG EC,"364/1 Công Hòa, P.13, Q.Tân Bình, TPHCM","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'phường 13', 'route': 'Cộng Hòa', 'administrative_area_level_2': 'Tân Bình', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.802506, 'lng': 106.644189}}"
CÔNG TY CP VẬN TẢI & TM NAM ĐẠI TRIỂN,"102D Lê Thị Riêng, P.Bến Thành, Q1, Ho CHi Minh city","{'locality': 'Ho Chi Minh City', 'sublocality_level_1': 'Bến Thành', 'route': 'Lê Thị Riêng', 'administrative_area_level_2': 'Quận 1', 'administrative_area_level_1': 'Hồ Chí Minh', 'country': 'Vietnam', 'location': {'lat': 10.7713738, 'lng': 106.6907851}}"
CÔNG TY CÔNG NGHỆ VÀ TRUYỀN THÔNG CK,"Tầng 3, Tòa nhà Lotus, Số 2, Phố Duy Tân, Cầu Giấy","{'locality': '', 'sublocality_level_1': '', 'route': 'Duy Tân', 'administrative_area_level_2': 'Cầu Giấy', 'administrative_area_level_1': 'Hà Nội', 'country': 'Vietnam', 'location': {'lat': 21.0306135, 'lng': 105.7862189}}"
